dataset,model_type,lambda,distance_type,epoch,train_loss,train_acc,reg_term,embedding_norm,embedding_similarity,test_loss,test_acc,accuracy,precision,recall,f1_score,TP,FP,FN,TN,train_aucc,test_aucc
CIFAR10,CNN,0.25,euclidean,19,0.35192,92.86,0.4249,7.8423,0.26173,0.98548,71.28,0.7128,0.71447,0.7128,0.71285,7128,2872,2872,87128,,
CIFAR10,CNN,0.25,euclidean,20,0.32217,94.05,0.42763,7.88957,0.25796,1.01527,71.33,0.7133,0.71385,0.7133,0.71252,7133,2867,2867,87133,1491.443,1311.735
CIFAR10,CNN,0.5,euclidean,1,1.80231,40.362,0.27461,8.3878,0.52125,1.40368,50.28,0.5028,0.50506,0.5028,0.49528,5028,4972,4972,85028,,
CIFAR10,CNN,0.5,euclidean,2,1.47623,52.674,0.2989,9.02411,0.44912,1.2534,55.84,0.5584,0.55589,0.5584,0.54752,5584,4416,4416,85584,,
CIFAR10,CNN,0.5,euclidean,3,1.3253,57.932,0.28112,8.44058,0.42683,1.13332,60.06,0.6006,0.59759,0.6006,0.59332,6006,3994,3994,86006,,
CIFAR10,CNN,0.5,euclidean,4,1.22027,61.802,0.26797,8.02182,0.42092,1.07746,62.57,0.6257,0.62837,0.6257,0.62345,6257,3743,3743,86257,,
CIFAR10,CNN,0.5,euclidean,5,1.13372,65.11,0.25821,7.68405,0.41122,1.00535,65.08,0.6508,0.64806,0.6508,0.64559,6508,3492,3492,86508,,
CIFAR10,CNN,0.5,euclidean,6,1.06138,67.508,0.24987,7.38664,0.40468,0.95365,67.14,0.6714,0.67134,0.6714,0.66957,6714,3286,3286,86714,,
CIFAR10,CNN,0.5,euclidean,7,1.00066,69.736,0.2418,7.11603,0.39365,0.92922,67.71,0.6771,0.67617,0.6771,0.67281,6771,3229,3229,86771,,
CIFAR10,CNN,0.5,euclidean,8,0.95013,71.314,0.23482,6.89173,0.38738,0.92462,67.97,0.6797,0.68825,0.6797,0.67921,6797,3203,3203,86797,,
CIFAR10,CNN,0.5,euclidean,9,0.90527,72.708,0.22896,6.69606,0.38004,0.88686,69.0,0.69,0.6916,0.69,0.68769,6900,3100,3100,86900,,
CIFAR10,CNN,0.5,euclidean,10,0.86871,73.952,0.22166,6.46935,0.37005,0.88864,69.3,0.693,0.7038,0.693,0.69338,6930,3070,3070,86930,,
CIFAR10,CNN,0.5,euclidean,11,0.82929,75.222,0.21763,6.33931,0.3648,0.88811,69.3,0.693,0.70794,0.693,0.69514,6930,3070,3070,86930,,
CIFAR10,CNN,0.5,euclidean,12,0.79342,76.496,0.21323,6.19331,0.35925,0.86634,70.47,0.7047,0.71034,0.7047,0.70353,7047,2953,2953,87047,,
CIFAR10,CNN,0.5,euclidean,13,0.76313,77.4,0.20958,6.07775,0.35312,0.86081,70.28,0.7028,0.70238,0.7028,0.69916,7028,2972,2972,87028,,
CIFAR10,CNN,0.5,euclidean,14,0.73235,78.618,0.20609,5.97512,0.34903,0.86794,70.18,0.7018,0.7056,0.7018,0.69842,7018,2982,2982,87018,,
CIFAR10,CNN,0.5,euclidean,15,0.70444,79.42,0.20334,5.88506,0.34313,0.84618,71.54,0.7154,0.71543,0.7154,0.71305,7154,2846,2846,87154,,
CIFAR10,CNN,0.5,euclidean,16,0.67662,80.39,0.20136,5.82766,0.34115,0.84102,72.07,0.7207,0.72069,0.7207,0.71955,7207,2793,2793,87207,,
CIFAR10,CNN,0.5,euclidean,17,0.65084,81.266,0.19875,5.74628,0.33754,0.84439,71.17,0.7117,0.71197,0.7117,0.7105,7117,2883,2883,87117,,
CIFAR10,CNN,0.5,euclidean,18,0.62408,82.206,0.19714,5.69681,0.33398,0.85218,71.41,0.7141,0.71179,0.7141,0.71113,7141,2859,2859,87141,,
CIFAR10,CNN,0.5,euclidean,19,0.60018,83.098,0.19554,5.64309,0.32972,0.86483,71.37,0.7137,0.71562,0.7137,0.71219,7137,2863,2863,87137,,
CIFAR10,CNN,0.5,euclidean,20,0.57422,83.998,0.19529,5.62891,0.32668,0.89204,70.45,0.7045,0.70676,0.7045,0.70124,7045,2955,2955,87045,1369.032,1282.825
CIFAR10,CNN,0.75,euclidean,1,1.87515,38.994,0.21269,7.54814,0.50416,1.45014,48.41,0.4841,0.48221,0.4841,0.47315,4841,5159,5159,84841,,
CIFAR10,CNN,0.75,euclidean,2,1.53838,51.766,0.23959,8.39756,0.43867,1.2839,54.54,0.5454,0.54282,0.5454,0.53862,5454,4546,4546,85454,,
CIFAR10,CNN,0.75,euclidean,3,1.38594,57.108,0.22474,7.86548,0.4381,1.16254,59.41,0.5941,0.58944,0.5941,0.58801,5941,4059,4059,85941,,
CIFAR10,CNN,0.75,euclidean,4,1.27155,61.01,0.21335,7.41901,0.43646,1.09127,62.4,0.624,0.62031,0.624,0.61897,6240,3760,3760,86240,,
CIFAR10,CNN,0.75,euclidean,5,1.17938,64.344,0.20471,7.08888,0.43188,1.02144,64.49,0.6449,0.63871,0.6449,0.63889,6449,3551,3551,86449,,
CIFAR10,CNN,0.75,euclidean,6,1.10544,66.68,0.19703,6.78962,0.42563,0.9787,66.26,0.6626,0.66364,0.6626,0.66137,6626,3374,3374,86626,,
CIFAR10,CNN,0.75,euclidean,7,1.0438,68.75,0.19029,6.54752,0.41934,0.94053,67.5,0.675,0.67198,0.675,0.6721,6750,3250,3250,86750,,
CIFAR10,CNN,0.75,euclidean,8,0.99211,70.564,0.18384,6.31669,0.41241,0.9281,67.86,0.6786,0.67904,0.6786,0.6729,6786,3214,3214,86786,,
CIFAR10,CNN,0.75,euclidean,9,0.94664,72.028,0.17826,6.11231,0.4072,0.89606,68.8,0.688,0.6863,0.688,0.6851,6880,3120,3120,86880,,
CIFAR10,CNN,0.75,euclidean,10,0.9078,73.246,0.17341,5.94511,0.40193,0.88539,69.05,0.6905,0.694,0.6905,0.69103,6905,3095,3095,86905,,
CIFAR10,CNN,0.75,euclidean,11,0.87079,74.43,0.16885,5.77945,0.3957,0.8655,69.95,0.6995,0.70005,0.6995,0.69857,6995,3005,3005,86995,,
CIFAR10,CNN,0.75,euclidean,12,0.837,75.58,0.16508,5.6504,0.39413,0.88432,69.1,0.691,0.7015,0.691,0.69237,6910,3090,3090,86910,,
CIFAR10,CNN,0.75,euclidean,13,0.80544,76.602,0.16057,5.48988,0.38845,0.85511,70.3,0.703,0.70543,0.703,0.70168,7030,2970,2970,87030,,
CIFAR10,CNN,0.75,euclidean,14,0.77668,77.568,0.15814,5.4043,0.38692,0.84753,70.66,0.7066,0.71309,0.7066,0.70796,7066,2934,2934,87066,,
CIFAR10,CNN,0.75,euclidean,15,0.74803,78.438,0.15456,5.27877,0.38165,0.89093,69.33,0.6933,0.71454,0.6933,0.69508,6933,3067,3067,86933,,
CIFAR10,CNN,0.75,euclidean,16,0.72006,79.472,0.15236,5.20248,0.37848,0.85015,70.5,0.705,0.71267,0.705,0.70523,7050,2950,2950,87050,,
CIFAR10,CNN,0.75,euclidean,17,0.69675,80.248,0.15039,5.13285,0.37463,0.85327,70.69,0.7069,0.71099,0.7069,0.70587,7069,2931,2931,87069,,
CIFAR10,CNN,0.75,euclidean,18,0.67225,81.184,0.1485,5.06539,0.37376,0.83553,71.37,0.7137,0.71471,0.7137,0.71338,7137,2863,2863,87137,,
CIFAR10,CNN,0.75,euclidean,19,0.65003,81.85,0.14653,4.99263,0.36964,0.86843,70.54,0.7054,0.70783,0.7054,0.70135,7054,2946,2946,87054,,
CIFAR10,CNN,0.75,euclidean,20,0.62971,82.376,0.14445,4.91793,0.36476,0.86676,70.89,0.7089,0.71757,0.7089,0.7091,7089,2911,2911,87089,1351.553,1272.4
CIFAR10,CNN,1.0,euclidean,1,1.93613,34.962,0.14765,6.32091,0.49108,1.50155,46.2,0.462,0.46192,0.462,0.43372,4620,5380,5380,84620,,
CIFAR10,CNN,1.0,euclidean,2,1.59946,49.738,0.18515,7.89162,0.43213,1.32523,53.69,0.5369,0.52632,0.5369,0.52563,5369,4631,4631,85369,,
CIFAR10,CNN,1.0,euclidean,3,1.43984,55.184,0.17505,7.42259,0.41659,1.21736,57.23,0.5723,0.57771,0.5723,0.57003,5723,4277,4277,85723,,
CIFAR10,CNN,1.0,euclidean,4,1.32357,59.354,0.16622,7.04558,0.41223,1.119,61.02,0.6102,0.60229,0.6102,0.60067,6102,3898,3898,86102,,
CIFAR10,CNN,1.0,euclidean,5,1.23147,62.558,0.15987,6.77108,0.40849,1.07845,61.73,0.6173,0.62387,0.6173,0.61353,6173,3827,3827,86173,,
CIFAR10,CNN,1.0,euclidean,6,1.16229,64.844,0.15491,6.56071,0.40787,1.03858,63.85,0.6385,0.63937,0.6385,0.63202,6385,3615,3615,86385,,
CIFAR10,CNN,1.0,euclidean,7,1.10562,67.06,0.1506,6.37878,0.40964,0.99616,65.69,0.6569,0.65708,0.6569,0.65077,6569,3431,3431,86569,,
CIFAR10,CNN,1.0,euclidean,8,1.05543,68.6,0.14652,6.21247,0.4113,0.96789,66.58,0.6658,0.66294,0.6658,0.65887,6658,3342,3342,86658,,
CIFAR10,CNN,1.0,euclidean,9,1.01511,69.832,0.14252,6.03967,0.40956,0.92861,67.79,0.6779,0.67838,0.6779,0.67711,6779,3221,3221,86779,,
CIFAR10,CNN,1.0,euclidean,10,0.98,71.16,0.13849,5.86945,0.41032,0.91823,68.17,0.6817,0.68154,0.6817,0.67906,6817,3183,3183,86817,,
CIFAR10,CNN,1.0,euclidean,11,0.94614,72.336,0.13494,5.71861,0.40885,0.90125,68.85,0.6885,0.68733,0.6885,0.68447,6885,3115,3115,86885,,
CIFAR10,CNN,1.0,euclidean,12,0.9176,73.202,0.1317,5.58695,0.40988,0.89587,68.88,0.6888,0.68952,0.6888,0.68723,6888,3112,3112,86888,,
CIFAR10,CNN,1.0,euclidean,13,0.88969,73.956,0.1288,5.45778,0.40745,0.87726,70.01,0.7001,0.6998,0.7001,0.69876,7001,2999,2999,87001,,
CIFAR10,CNN,1.0,euclidean,14,0.86327,74.92,0.12625,5.35125,0.40772,0.89736,69.26,0.6926,0.69438,0.6926,0.68848,6926,3074,3074,86926,,
CIFAR10,CNN,1.0,euclidean,15,0.83906,75.6,0.12373,5.24444,0.40467,0.89166,69.41,0.6941,0.69858,0.6941,0.69047,6941,3059,3059,86941,,
CIFAR10,CNN,1.0,euclidean,16,0.81804,76.642,0.12087,5.12007,0.40315,0.8825,70.15,0.7015,0.708,0.7015,0.70101,7015,2985,2985,87015,,
CIFAR10,CNN,1.0,euclidean,17,0.79568,77.166,0.11894,5.03984,0.40328,0.85806,70.88,0.7088,0.71008,0.7088,0.70801,7088,2912,2912,87088,,
CIFAR10,CNN,1.0,euclidean,18,0.77435,77.748,0.11702,4.9553,0.39876,0.86249,71.01,0.7101,0.70826,0.7101,0.70822,7101,2899,2899,87101,,
CIFAR10,CNN,1.0,euclidean,19,0.75517,78.51,0.11553,4.88863,0.39826,0.87288,70.63,0.7063,0.70776,0.7063,0.703,7063,2937,2937,87063,,
CIFAR10,CNN,1.0,euclidean,20,0.73835,78.866,0.11405,4.8296,0.39831,0.89588,69.75,0.6975,0.70389,0.6975,0.69399,6975,3025,3025,86975,1305.324,1252.805
CIFAR10,CNN,1.25,euclidean,1,2.10903,23.776,0.07714,5.18346,0.61011,1.83594,28.4,0.284,0.25711,0.284,0.20569,2840,7160,7160,82840,,
CIFAR10,CNN,1.25,euclidean,2,1.91161,31.26,0.10253,6.98626,0.61605,1.72555,33.29,0.3329,0.30851,0.3329,0.28002,3329,6671,6671,83329,,
CIFAR10,CNN,1.25,euclidean,3,1.80982,34.93,0.09978,6.80948,0.59599,1.65012,36.61,0.3661,0.33261,0.3661,0.3149,3661,6339,6339,83661,,
CIFAR10,CNN,1.25,euclidean,4,1.73419,38.29,0.09791,6.68039,0.59566,1.58598,40.15,0.4015,0.3671,0.4015,0.36301,4015,5985,5985,84015,,
CIFAR10,CNN,1.25,euclidean,5,1.67102,40.984,0.09543,6.46476,0.59158,1.53907,41.86,0.4186,0.39751,0.4186,0.38363,4186,5814,5814,84186,,
CIFAR10,CNN,1.25,euclidean,6,1.61732,43.332,0.09347,6.3012,0.59399,1.48988,44.51,0.4451,0.408,0.4451,0.40049,4451,5549,5549,84451,,
CIFAR10,CNN,1.25,euclidean,7,1.56868,45.676,0.09168,6.14615,0.59513,1.45406,46.97,0.4697,0.43936,0.4697,0.42378,4697,5303,5303,84697,,
CIFAR10,CNN,1.25,euclidean,8,1.52461,47.858,0.0898,5.99609,0.59983,1.41352,48.31,0.4831,0.44524,0.4831,0.43506,4831,5169,5169,84831,,
CIFAR10,CNN,1.25,euclidean,9,1.48562,49.516,0.08809,5.86786,0.60041,1.39673,48.4,0.484,0.46031,0.484,0.43985,4840,5160,5160,84840,,
CIFAR10,CNN,1.25,euclidean,10,1.44997,50.652,0.08676,5.76819,0.60211,1.36627,49.9,0.499,0.46617,0.499,0.45931,4990,5010,5010,84990,,
CIFAR10,CNN,1.25,euclidean,11,1.41722,51.862,0.08587,5.71545,0.60813,1.32644,50.93,0.5093,0.48103,0.5093,0.46847,5093,4907,4907,85093,,
CIFAR10,CNN,1.25,euclidean,12,1.38503,53.18,0.08458,5.62661,0.60764,1.31775,51.46,0.5146,0.49645,0.5146,0.48227,5146,4854,4854,85146,,
CIFAR10,CNN,1.25,euclidean,13,1.35917,54.236,0.08365,5.57112,0.61025,1.29949,52.42,0.5242,0.50699,0.5242,0.49746,5242,4758,4758,85242,,
CIFAR10,CNN,1.25,euclidean,14,1.3344,55.298,0.08229,5.48475,0.61213,1.27102,53.54,0.5354,0.51112,0.5354,0.50758,5354,4646,4646,85354,,
CIFAR10,CNN,1.25,euclidean,15,1.30812,56.196,0.0815,5.42774,0.61239,1.25521,54.36,0.5436,0.52057,0.5436,0.52214,5436,4564,4564,85436,,
CIFAR10,CNN,1.25,euclidean,16,1.28806,56.99,0.08043,5.35814,0.61573,1.26293,53.68,0.5368,0.52566,0.5368,0.51621,5368,4632,4632,85368,,
CIFAR10,CNN,1.25,euclidean,17,1.27051,57.756,0.0796,5.31847,0.61864,1.23184,55.62,0.5562,0.53085,0.5562,0.53312,5562,4438,4438,85562,,
CIFAR10,CNN,1.25,euclidean,18,1.24969,58.376,0.07856,5.24888,0.61866,1.2504,54.37,0.5437,0.53717,0.5437,0.52483,5437,4563,4563,85437,,
CIFAR10,CNN,1.25,euclidean,19,1.22987,59.394,0.07807,5.21798,0.62039,1.23364,55.41,0.5541,0.54277,0.5541,0.53846,5541,4459,4459,85541,,
CIFAR10,CNN,1.25,euclidean,20,1.21378,59.802,0.07747,5.17927,0.62055,1.22391,55.99,0.5599,0.5473,0.5599,0.54374,5599,4401,4401,85599,927.575,913.985
CIFAR10,CNN,0.1,manhattan,1,2.30334,10.004,0.00262,0.00094,0.01783,2.3028,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,2,2.30276,9.864,0.0,0.0,0.01568,2.30265,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,3,2.30267,9.83,0.0,0.0,0.01568,2.30261,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,4,2.30265,9.862,0.0,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,5,2.30264,9.874,0.0,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,6,2.30264,9.906,0.0,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,7,2.30264,9.858,0.0,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,8,2.30264,9.712,0.0,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,9,2.30263,9.688,0.0,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,10,2.30263,9.854,0.0,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,11,2.30264,9.568,0.0,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,12,2.30264,9.828,0.0,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,13,2.30263,9.668,0.0,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,14,2.30264,9.842,0.0,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,15,2.30264,9.844,0.0,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,16,2.30264,9.752,0.0,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,17,2.30263,9.794,0.0,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,18,2.30263,9.8,0.0,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,19,2.30263,9.852,0.0,0.0,0.01568,2.30259,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.1,manhattan,20,2.30263,9.868,0.0,0.0,0.01568,2.30258,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,186.332,190.0
CIFAR10,CNN,0.25,manhattan,1,2.30388,9.952,0.00289,0.00101,0.01744,2.30286,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
CIFAR10,CNN,0.25,manhattan,2,2.30278,9.82,0.0,0.0,0.01568,2.30267,10.0,0.1,0.01,0.1,0.01818,1000,9000,9000,81000,,
